"SalaryBasisName","SalaryBasisId","FrequencyCode","FrequencyName","Code","Status","SalaryBasisType","ComponentUsage","AnnualizationFactor","SalaryAmountScale","GradeRateId","InputCurrencyCode","ElementTypeId","LegislativeDataGroupId","UseAtRelationshipLevel","UseAtTermsLevel","UseAtAssignmentLevel"
"National SC BG BGN Salary Basis",300000232391997,"ANNUAL","Annually","BGRS","A","U","NO_COMPONENT",1,2,300000230868512,"BGN",300000231588166,300000002583089,"N","N","Y"
"National SC BH BHD Salary Basis",300000232394158,"ANNUAL","Annually","BHRS","A","U","NO_COMPONENT",1,2,300000230903121,"BHD",300000231500097,300000002583089,"N","N","Y"
"National SC BI BIF Salary Basis",300000232391400,"ANNUAL","Annually","BDIS","A","U","NO_COMPONENT",1,2,300000231001141,"BIF",300000231586415,300000002583089,"N","N","Y"
"National SC BJ XOF Salary Basis",300000232390031,"ANNUAL","Annually","BENS","A","U","NO_COMPONENT",1,2,300000230846452,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC BO BOB Salary Basis",300000232391445,"ANNUAL","Annually","BOLS","A","U","NO_COMPONENT",1,2,300000231028763,"BOB",300000231396347,300000002583089,"N","N","Y"
"National SC BR BRL Salary Basis",300000232392584,"ANNUAL","Annually","BRAS","A","U","NO_COMPONENT",1,2,300000230785079,"BRL",300000231506319,300000002583089,"N","N","Y"
"National SC BT BTN Salary Basis",300000232392256,"ANNUAL","Annually","BTNS","A","U","NO_COMPONENT",1,2,300000230759884,"BTN",300000231560432,300000002583089,"N","N","Y"
"National SC BW BWP Salary Basis",300000232393916,"ANNUAL","Annually","BWAS","A","U","NO_COMPONENT",1,2,300000230825062,"BWP",300000231208784,300000002583089,"N","N","Y"
"National SC BY USD Salary Basis",300000232393403,"ANNUAL","Annually","BLRS","A","U","NO_COMPONENT",1,2,300000231085109,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC BZ BZD Salary Basis",300000232393398,"ANNUAL","Annually","BLZS","A","U","NO_COMPONENT",1,2,300000230883475,"BZD",300000231279327,300000002583089,"N","N","Y"
"National SC CD USD Salary Basis",300000232392184,"ANNUAL","Annually","CODS","A","U","NO_COMPONENT",1,2,300000230847297,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC CF XOF Salary Basis",300000232392531,"ANNUAL","Annually","CAFS","A","U","NO_COMPONENT",1,2,300000231053655,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC CG XOF Salary Basis",300000232393019,"ANNUAL","Annually","COGS","A","U","NO_COMPONENT",1,2,300000230786691,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC CI XOF Salary Basis",300000232393462,"ANNUAL","Annually","CIVS","A","U","NO_COMPONENT",1,2,300000230776442,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC CL CLP Salary Basis",300000232392288,"ANNUAL","Annually","CHLS","A","U","NO_COMPONENT",1,2,300000231026880,"CLP",300000231645994,300000002583089,"N","N","Y"
"National SC CM XOF Salary Basis",300000232393499,"ANNUAL","Annually","CMRS","A","U","NO_COMPONENT",1,2,300000230847629,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC CN CNY Salary Basis",300000232392137,"ANNUAL","Annually","CHNS","A","U","NO_COMPONENT",1,2,300000230947819,"CNY",300000231671348,300000002583089,"N","N","Y"
"National SC CO COP Salary Basis",300000232393550,"ANNUAL","Annually","COLS","A","U","NO_COMPONENT",1,2,300000231037847,"COP",300000231428150,300000002583089,"N","N","Y"
"National SC CR CRC Salary Basis",300000232390160,"ANNUAL","Annually","CRIS","A","U","NO_COMPONENT",1,2,300000230913212,"CRC",300000231606245,300000002583089,"N","N","Y"
"National SC CU USD Salary Basis",300000232390220,"ANNUAL","Annually","CUBS","A","U","NO_COMPONENT",1,2,300000231100734,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC CV CVE Salary Basis",300000232392880,"ANNUAL","Annually","CPVS","A","U","NO_COMPONENT",1,2,300000230762975,"CVE",300000231596381,300000002583089,"N","N","Y"
"National SC CY EUR Salary Basis",300000232393406,"ANNUAL","Annually","CYPS","A","U","NO_COMPONENT",1,2,300000230948790,"EUR",300000231593291,300000002583089,"N","N","Y"
"National SC DJ DJF Salary Basis",300000232391793,"ANNUAL","Annually","DJIS","A","U","NO_COMPONENT",1,2,300000230963197,"DJF",300000231368967,300000002583089,"N","N","Y"
"National SC DO DOP Salary Basis",300000232392339,"ANNUAL","Annually","DOMS","A","U","NO_COMPONENT",1,2,300000230791058,"DOP",300000231630301,300000002583089,"N","N","Y"
"National SC DZ DZD Salary Basis",300000232392939,"ANNUAL","Annually","DZAS","A","U","NO_COMPONENT",1,2,300000231038592,"DZD",300000231208817,300000002583089,"N","N","Y"
"National SC EC USD Salary Basis",300000232391647,"ANNUAL","Annually","ECUS","A","U","NO_COMPONENT",1,2,300000231028406,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC EG EGP Salary Basis",300000232389785,"ANNUAL","Annually","EGYS","A","U","NO_COMPONENT",1,2,300000231002592,"EGP",300000231403095,300000002583089,"N","N","Y"
"National SC ER ERN Salary Basis",300000232390158,"ANNUAL","Annually","ERIS","A","U","NO_COMPONENT",1,2,300000230984102,"ERN",300000231518267,300000002583089,"N","N","Y"
"National SC ET USD Salary Basis",300000232392595,"ANNUAL","Annually","ETHS","A","U","NO_COMPONENT",1,2,300000230769614,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC EX XCD Salary Basis",300000232389770,"ANNUAL","Annually","ECSS","A","U","NO_COMPONENT",1,2,300000230769348,"XCD",300000231498806,300000002583089,"N","N","Y"
"National SC FJ FJD Salary Basis",300000232393056,"ANNUAL","Annually","FJIS","A","U","NO_COMPONENT",1,2,300000230763338,"FJD",300000231663963,300000002583089,"N","N","Y"
"National SC FM USD Salary Basis",300000232393628,"ANNUAL","Annually","FSMS","A","U","NO_COMPONENT",1,2,300000230895315,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC GA XOF Salary Basis",300000232389871,"ANNUAL","Annually","GABS","A","U","NO_COMPONENT",1,2,300000230774335,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC GE GEL Salary Basis",300000232393502,"ANNUAL","Annually","GEOS","A","U","NO_COMPONENT",1,2,300000230769397,"GEL",300000231324061,300000002583089,"N","N","Y"
"National SC GH GHS Salary Basis",300000232393405,"ANNUAL","Annually","GHAS","A","U","NO_COMPONENT",1,2,300000230773452,"GHS",300000231324890,300000002583089,"N","N","Y"
"National SC GM GMD Salary Basis",300000232391745,"ANNUAL","Annually","GMBS","A","U","NO_COMPONENT",1,2,300000230836773,"GMD",300000231669933,300000002583089,"N","N","Y"
"National SC GN GNF Salary Basis",300000232392734,"ANNUAL","Annually","GINS","A","U","NO_COMPONENT",1,2,300000230790321,"GNF",300000231462989,300000002583089,"N","N","Y"
"National SC GQ XOF Salary Basis",300000232391851,"ANNUAL","Annually","GNQS","A","U","NO_COMPONENT",1,2,300000230764116,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC GT GTQ Salary Basis",300000232390161,"ANNUAL","Annually","GTMS","A","U","NO_COMPONENT",1,2,300000230787444,"GTQ",300000231675101,300000002583089,"N","N","Y"
"National SC GW XOF Salary Basis",300000232390086,"ANNUAL","Annually","GNBS","A","U","NO_COMPONENT",1,2,300000231034135,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC GY GYD Salary Basis",300000232392175,"ANNUAL","Annually","GUYS","A","U","NO_COMPONENT",1,2,300000230848199,"GYD",300000231667423,300000002583089,"N","N","Y"
"National SC HN HNL Salary Basis",300000232391555,"ANNUAL","Annually","HNDS","A","U","NO_COMPONENT",1,2,300000230770260,"HNL",300000231696160,300000002583089,"N","N","Y"
"National SC HR HRK Salary Basis",300000232391461,"ANNUAL","Annually","HRVS","A","U","NO_COMPONENT",1,2,300000231054373,"HRK",300000231337443,300000002583089,"N","N","Y"
"National SC HT HTG Salary Basis",300000232391588,"ANNUAL","Annually","HTIS","A","U","NO_COMPONENT",1,2,300000230970897,"HTG",300000231294112,300000002583089,"N","N","Y"
"National SC ID IDR Salary Basis",300000232391522,"ANNUAL","Annually","IDNS","A","U","NO_COMPONENT",1,2,300000230764958,"IDR",300000231631809,300000002583089,"N","N","Y"
"National SC IN INR Salary Basis",300000232393914,"ANNUAL","Annually","INDS","A","U","NO_COMPONENT",1,2,300000231003757,"INR",300000231417382,300000002583089,"N","N","Y"
"National SC IQ USD Salary Basis",300000232393146,"ANNUAL","Annually","IRQS","A","U","NO_COMPONENT",1,2,300000230996881,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC IR USD Salary Basis",300000232391970,"ANNUAL","Annually","IRNS","A","U","NO_COMPONENT",1,2,300000231019430,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC JM JMD Salary Basis",300000232390341,"ANNUAL","Annually","JAMS","A","U","NO_COMPONENT",1,2,300000230768072,"JMD",300000231601181,300000002583089,"N","N","Y"
"National SC JO JOD Salary Basis",300000232390083,"ANNUAL","Annually","JORS","A","U","NO_COMPONENT",1,2,300000231032471,"JOD",300000231264374,300000002583089,"N","N","Y"
"National SC KE KES Salary Basis",300000232392392,"ANNUAL","Annually","KENS","A","U","NO_COMPONENT",1,2,300000230770468,"KES",300000231396147,300000002583089,"N","N","Y"
"National SC KG USD Salary Basis",300000232393205,"ANNUAL","Annually","KGZS","A","U","NO_COMPONENT",1,2,300000231085829,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC KH USD Salary Basis",300000232393854,"ANNUAL","Annually","KHMS","A","U","NO_COMPONENT",1,2,300000231054641,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC KI AUD Salary Basis",300000232394386,"ANNUAL","Annually","KIRS","A","U","NO_COMPONENT",1,2,300000231015563,"AUD",300000231291800,300000002583089,"N","N","Y"
"National SC KM KMF Salary Basis",300000232392890,"ANNUAL","Annually","COMS","A","U","NO_COMPONENT",1,2,300000230772919,"KMF",300000231691633,300000002583089,"N","N","Y"
"National SC KP KPW Salary Basis",300000232394027,"ANNUAL","Annually","PRKS","A","U","NO_COMPONENT",1,2,300000231051264,"KPW",300000231320195,300000002583089,"N","N","Y"
"National SC KW KWD Salary Basis",300000232391431,"ANNUAL","Annually","KWTS","A","U","NO_COMPONENT",1,2,300000230849320,"KWD",300000231249837,300000002583089,"N","N","Y"
"National SC KZ KZT Salary Basis",300000232393716,"ANNUAL","Annually","KAZS","A","U","NO_COMPONENT",1,2,300000230765039,"KZT",300000231366850,300000002583089,"N","N","Y"
"National SC LA USD Salary Basis",300000232393437,"ANNUAL","Annually","LAOS","A","U","NO_COMPONENT",1,2,300000230914456,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC LB LBP Salary Basis",300000232392326,"ANNUAL","Annually","LBNS","A","U","NO_COMPONENT",1,2,300000230935723,"LBP",300000231516030,300000002583089,"N","N","Y"
"National SC LK LKR Salary Basis",300000232391526,"ANNUAL","Annually","LKAS","A","U","NO_COMPONENT",1,2,300000230792326,"LKR",300000231500756,300000002583089,"N","N","Y"
"National SC LR USD Salary Basis",300000232391495,"ANNUAL","Annually","LBRS","A","U","NO_COMPONENT",1,2,300000230888843,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC LS LSL Salary Basis",300000232391652,"ANNUAL","Annually","LSOS","A","U","NO_COMPONENT",1,2,300000230776043,"LSL",300000231514899,300000002583089,"N","N","Y"
"National SC LY LYD Salary Basis",300000232393117,"ANNUAL","Annually","LBYS","A","U","NO_COMPONENT",1,2,300000230790334,"LYD",300000231388521,300000002583089,"N","N","Y"
"National SC MA MAD Salary Basis",300000232390172,"ANNUAL","Annually","MARS","A","U","NO_COMPONENT",1,2,300000230967719,"MAD",300000231458262,300000002583089,"N","N","Y"
"National SC MD MDL Salary Basis",300000232391686,"ANNUAL","Annually","MDAS","A","U","NO_COMPONENT",1,2,300000230846250,"MDL",300000231412071,300000002583089,"N","N","Y"
"National SC ME EUR Salary Basis",300000232393699,"ANNUAL","Annually","MNES","A","U","NO_COMPONENT",1,2,300000230769063,"EUR",300000231593291,300000002583089,"N","N","Y"
"National SC MG MGA Salary Basis",300000232391944,"ANNUAL","Annually","MDGS","A","U","NO_COMPONENT",1,2,300000230758353,"MGA",300000231646534,300000002583089,"N","N","Y"
"National SC MH USD Salary Basis",300000232392810,"ANNUAL","Annually","MHLS","A","U","NO_COMPONENT",1,2,300000230766880,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC MK MKD Salary Basis",300000232391592,"ANNUAL","Annually","MKDS","A","U","NO_COMPONENT",1,2,300000230936260,"MKD",300000231695917,300000002583089,"N","N","Y"
"National SC ML XOF Salary Basis",300000232390085,"ANNUAL","Annually","MLIS","A","U","NO_COMPONENT",1,2,300000230800777,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC MM USD Salary Basis",300000232390164,"ANNUAL","Annually","MMRS","A","U","NO_COMPONENT",1,2,300000230765022,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC MN MNT Salary Basis",300000232392015,"ANNUAL","Annually","MNGS","A","U","NO_COMPONENT",1,2,300000230802636,"MNT",300000231701599,300000002583089,"N","N","Y"
"National SC MR MRU Salary Basis",300000232393017,"ANNUAL","Annually","MRTS","A","U","NO_COMPONENT",1,2,300000230770470,"MRU",300000231635857,300000002583089,"N","N","Y"
"National SC MU MUR Salary Basis",300000232391625,"ANNUAL","Annually","MUSS","A","U","NO_COMPONENT",1,2,300000230961411,"MUR",300000231523015,300000002583089,"N","N","Y"
"National SC MV MVR Salary Basis",300000232394149,"ANNUAL","Annually","MDVS","A","U","NO_COMPONENT",1,2,300000230831699,"MVR",300000231608678,300000002583089,"N","N","Y"
"National SC MW MWK Salary Basis",300000232393688,"ANNUAL","Annually","MWIS","A","U","NO_COMPONENT",1,2,300000230916942,"MWK",300000231367376,300000002583089,"N","N","Y"
"National SC MX MXN Salary Basis",300000232393626,"ANNUAL","Annually","MEXS","A","U","NO_COMPONENT",1,2,300000230899457,"MXN",300000231636929,300000002583089,"N","N","Y"
"National SC MY MYR Salary Basis",300000232393520,"ANNUAL","Annually","MYSS","A","U","NO_COMPONENT",1,2,300000230767047,"MYR",300000231208625,300000002583089,"N","N","Y"
"National SC MZ USD Salary Basis",300000232392113,"ANNUAL","Annually","MOZS","A","U","NO_COMPONENT",1,2,300000230985400,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC NA NAD Salary Basis",300000232392752,"ANNUAL","Annually","NAMS","A","U","NO_COMPONENT",1,2,300000230834533,"NAD",300000231293614,300000002583089,"N","N","Y"
"National SC NE XOF Salary Basis",300000232393618,"ANNUAL","Annually","NERS","A","U","NO_COMPONENT",1,2,300000230765589,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC NG NGN Salary Basis",300000232390018,"ANNUAL","Annually","NGAS","A","U","NO_COMPONENT",1,2,300000230850613,"NGN",300000231516740,300000002583089,"N","N","Y"
"National SC NI NIO Salary Basis",300000232393903,"ANNUAL","Annually","NICS","A","U","NO_COMPONENT",1,2,300000231071435,"NIO",300000231280412,300000002583089,"N","N","Y"
"National SC NP NPR Salary Basis",300000232393755,"ANNUAL","Annually","NPLS","A","U","NO_COMPONENT",1,2,300000230890537,"NPR",300000231265382,300000002583089,"N","N","Y"
"National SC NR AUD Salary Basis",300000232392768,"ANNUAL","Annually","NRUS","A","U","NO_COMPONENT",1,2,300000230762031,"AUD",300000231291800,300000002583089,"N","N","Y"
"National SC PA USD Salary Basis",300000232389943,"ANNUAL","Annually","PANS","A","U","NO_COMPONENT",1,2,300000230883624,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC PE PEN Salary Basis",300000232391801,"ANNUAL","Annually","PERS","A","U","NO_COMPONENT",1,2,300000230777674,"PEN",300000231696404,300000002583089,"N","N","Y"
"National SC PG PGK Salary Basis",300000232394327,"ANNUAL","Annually","PNGS","A","U","NO_COMPONENT",1,2,300000230802287,"PGK",300000231643250,300000002583089,"N","N","Y"
"National SC PH PHP Salary Basis",300000232390059,"ANNUAL","Annually","PHLS","A","U","NO_COMPONENT",1,2,300000230767120,"PHP",300000231499660,300000002583089,"N","N","Y"
"National SC PK PKR Salary Basis",300000232390089,"ANNUAL","Annually","PAKS","A","U","NO_COMPONENT",1,2,300000231085866,"PKR",300000231566909,300000002583089,"N","N","Y"
"National SC PS ILS Salary Basis",300000232389758,"ANNUAL","Annually","PSES","A","U","NO_COMPONENT",1,2,300000230940681,"ILS",300000231383019,300000002583089,"N","N","Y"
"National SC PW USD Salary Basis",300000232390075,"ANNUAL","Annually","PLWS","A","U","NO_COMPONENT",1,2,300000231101773,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC PY PYG Salary Basis",300000232391556,"ANNUAL","Annually","PRYS","A","U","NO_COMPONENT",1,2,300000230764546,"PYG",300000231472641,300000002583089,"N","N","Y"
"National SC QA QAR Salary Basis",300000232390108,"ANNUAL","Annually","QATS","A","U","NO_COMPONENT",1,2,300000230997330,"QAR",300000231352541,300000002583089,"N","N","Y"
"National SC RO RON Salary Basis",300000232389974,"ANNUAL","Annually","ROUS","A","U","NO_COMPONENT",1,2,300000230959497,"RON",300000231485134,300000002583089,"N","N","Y"
"National SC RS EUR Salary Basis",300000232393832,"ANNUAL","Annually","SRBS","A","U","NO_COMPONENT",1,2,300000230768567,"EUR",300000231593291,300000002583089,"N","N","Y"
"National SC RU RUB Salary Basis",300000232393653,"ANNUAL","Annually","RUSS","A","U","NO_COMPONENT",1,2,300000230956335,"RUB",300000231325198,300000002583089,"N","N","Y"
"National SC RW RWF Salary Basis",300000232391364,"ANNUAL","Annually","RWAS","A","U","NO_COMPONENT",1,2,300000231063783,"RWF",300000231498811,300000002583089,"N","N","Y"
"National SC SA SAR Salary Basis",300000232391835,"ANNUAL","Annually","SAUS","A","U","NO_COMPONENT",1,2,300000231030773,"SAR",300000231249874,300000002583089,"N","N","Y"
"National SC SB SBD Salary Basis",300000232393800,"ANNUAL","Annually","SLBS","A","U","NO_COMPONENT",1,2,300000230998278,"SBD",300000231590945,300000002583089,"N","N","Y"
"National SC SC SCR Salary Basis",300000232393759,"ANNUAL","Annually","SYCS","A","U","NO_COMPONENT",1,2,300000230931034,"SCR",300000231648397,300000002583089,"N","N","Y"
"National SC SD USD Salary Basis",300000232391584,"ANNUAL","Annually","SDNS","A","U","NO_COMPONENT",1,2,300000230781937,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC SG SGD Salary Basis",300000232392304,"ANNUAL","Annually","SGPS","A","U","NO_COMPONENT",1,2,300000231086482,"SGD",300000231557181,300000002583089,"N","N","Y"
"National SC SK EUR Salary Basis",300000232392194,"ANNUAL","Annually","SVKS","A","U","NO_COMPONENT",1,2,300000230765574,"EUR",300000231593291,300000002583089,"N","N","Y"
"National SC SL SLL Salary Basis",300000232392368,"ANNUAL","Annually","SLES","A","U","NO_COMPONENT",1,2,300000230960705,"SLL",300000231615758,300000002583089,"N","N","Y"
"National SC SN XOF Salary Basis",300000232392831,"ANNUAL","Annually","SENS","A","U","NO_COMPONENT",1,2,300000230757419,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC SO USD Salary Basis",300000232393467,"ANNUAL","Annually","SOMS","A","U","NO_COMPONENT",1,2,300000230935820,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC SR USD Salary Basis",300000232392103,"ANNUAL","Annually","SURS","A","U","NO_COMPONENT",1,2,300000230783168,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC SS USD Salary Basis",300000232393050,"ANNUAL","Annually","SSDS","A","U","NO_COMPONENT",1,2,300000230881834,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC ST STD Salary Basis",300000232392402,"ANNUAL","Annually","STPS","A","U","NO_COMPONENT",1,2,300000231041907,"STD",300000231626538,300000002583089,"N","N","Y"
"National SC SV USD Salary Basis",300000232391615,"ANNUAL","Annually","SLVS","A","U","NO_COMPONENT",1,2,300000230776619,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC SY USD Salary Basis",300000232392685,"ANNUAL","Annually","SYRS","A","U","NO_COMPONENT",1,2,300000230883264,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC SZ SZL Salary Basis",300000232392120,"ANNUAL","Annually","SWZS","A","U","NO_COMPONENT",1,2,300000230916330,"SZL",300000231488292,300000002583089,"N","N","Y"
"National SC TD XOF Salary Basis",300000232394391,"ANNUAL","Annually","TCDS","A","U","NO_COMPONENT",1,2,300000230799394,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC TG XOF Salary Basis",300000232389853,"ANNUAL","Annually","TGOS","A","U","NO_COMPONENT",1,2,300000230781453,"XOF",300000231542532,300000002583089,"N","N","Y"
"National SC TH THB Salary Basis",300000232392324,"ANNUAL","Annually","THAS","A","U","NO_COMPONENT",1,2,300000230767052,"THB",300000231308338,300000002583089,"N","N","Y"
"National SC TJ USD Salary Basis",300000232389781,"ANNUAL","Annually","TJKS","A","U","NO_COMPONENT",1,2,300000230912720,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC TL USD Salary Basis",300000232392763,"ANNUAL","Annually","TLSS","A","U","NO_COMPONENT",1,2,300000230774353,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC TM USD Salary Basis",300000232390118,"ANNUAL","Annually","TKMS","A","U","NO_COMPONENT",1,2,300000230944463,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC TN TND Salary Basis",300000232392239,"ANNUAL","Annually","TUNS","A","U","NO_COMPONENT",1,2,300000230848820,"TND",300000231562899,300000002583089,"N","N","Y"
"National SC TO TOP Salary Basis",300000232392971,"ANNUAL","Annually","TONS","A","U","NO_COMPONENT",1,2,300000230963855,"TOP",300000231456253,300000002583089,"N","N","Y"
"National SC TR TRY Salary Basis",300000232389878,"ANNUAL","Annually","TURS","A","U","NO_COMPONENT",1,2,300000230833257,"TRY",300000231684792,300000002583089,"N","N","Y"
"National SC TT TTD Salary Basis",300000232392006,"ANNUAL","Annually","TTOS","A","U","NO_COMPONENT",1,2,300000230759679,"TTD",300000231423533,300000002583089,"N","N","Y"
"National SC TV AUD Salary Basis",300000232392955,"ANNUAL","Annually","TUVS","A","U","NO_COMPONENT",1,2,300000230998241,"AUD",300000231291800,300000002583089,"N","N","Y"
"National SC TZ TZS Salary Basis",300000232394260,"ANNUAL","Annually","TZAS","A","U","NO_COMPONENT",1,2,300000231087070,"TZS",300000231427135,300000002583089,"N","N","Y"
"National SC UA USD Salary Basis",300000232389893,"ANNUAL","Annually","UKRS","A","U","NO_COMPONENT",1,2,300000231034158,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC UG UGX Salary Basis",300000232393982,"ANNUAL","Annually","UGAS","A","U","NO_COMPONENT",1,2,300000230994776,"UGX",300000231264428,300000002583089,"N","N","Y"
"National SC UNWOMEN AL ALL Salary Basis",300000232391780,"ANNUAL","Annually","AL2S","A","U","NO_COMPONENT",1,2,300000230757271,"ALL",300000231615864,300000002583089,"N","N","Y"
"National SC UY UYU Salary Basis",300000232389982,"ANNUAL","Annually","URYS","A","U","NO_COMPONENT",1,2,300000230921240,"UYU",300000231208642,300000002583089,"N","N","Y"
"National SC UZ USD Salary Basis",300000232391866,"ANNUAL","Annually","UZBS","A","U","NO_COMPONENT",1,2,300000230823593,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC VN USD Salary Basis",300000232392907,"ANNUAL","Annually","VNMS","A","U","NO_COMPONENT",1,2,300000231084536,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC VU VUV Salary Basis",300000232390193,"ANNUAL","Annually","VUTS","A","U","NO_COMPONENT",1,2,300000231000149,"VUV",300000231551109,300000002583089,"N","N","Y"
"National SC WS WST Salary Basis",300000232391619,"ANNUAL","Annually","WSMS","A","U","NO_COMPONENT",1,2,300000230845331,"WST",300000231653578,300000002583089,"N","N","Y"
"National SC XK EUR Salary Basis",300000232393402,"ANNUAL","Annually","KOSS","A","U","NO_COMPONENT",1,2,300000230849832,"EUR",300000231593291,300000002583089,"N","N","Y"
"National SC YE USD Salary Basis",300000232394376,"ANNUAL","Annually","YEMS","A","U","NO_COMPONENT",1,2,300000230868452,"USD",300000231556903,300000002583089,"N","N","Y"
"National SC ZA ZAR Salary Basis",300000232492426,"ANNUAL","Annually","ZAFS","A","U","NO_COMPONENT",1,2,300000231007010,"ZAR",300000231337698,300000002583089,"N","N","Y"
"National SC ZM ZMW Salary Basis",300000232390227,"ANNUAL","Annually","ZMBS","A","U","NO_COMPONENT",1,2,300000230758413,"ZMW",300000231442072,300000002583089,"N","N","Y"
"National SC ZW USD Salary Basis",300000232392096,"ANNUAL","Annually","ZWES","A","U","NO_COMPONENT",1,2,300000230779011,"USD",300000231556903,300000002583089,"N","N","Y"
"National UNITAR Fellows CH CHF Salary Basis",300000232488002,"ANNUAL","Annually","CHET","A","U","NO_COMPONENT",1,2,300000230784390,"CHF",300000232481778,300000002583089,"N","N","Y"
"National UNITAR Fellows JP JPY Salary Basis",300000232488006,"ANNUAL","Annually","JPNT","A","U","NO_COMPONENT",1,2,300000231085191,"JPY",300000232481736,300000002583089,"N","N","Y"
"National UNITAR Fellows NG USD Salary Basis",300000232488004,"ANNUAL","Annually","NGAT","A","U","NO_COMPONENT",1,2,300000230810496,"USD",300000232481739,300000002583089,"N","N","Y"
"National UNITAR Fellows TD USD Salary Basis",300000232488010,"ANNUAL","Annually","TCDT","A","U","NO_COMPONENT",1,2,300000230905138,"USD",300000232481739,300000002583089,"N","N","Y"
"National UNITAR Fellows TH USD Salary Basis",300000232487998,"ANNUAL","Annually","THAT","A","U","NO_COMPONENT",1,2,300000230771076,"USD",300000232481739,300000002583089,"N","N","Y"
"National UNITAR Fellows US USD Salary Basis",300000232488000,"ANNUAL","Annually","USAT","A","U","NO_COMPONENT",1,2,300000230812765,"USD",300000232481739,300000002583089,"N","N","Y"
"National Volunteer AE Community Volunteer AED Salary Basis",300000232392360,"ANNUAL","Annually","AREZ","A","U","NO_COMPONENT",1,2,300000230780406,"AED",300000231664359,300000002583089,"N","N","Y"
"National Volunteer AE Expert AED Salary Basis",300000232393717,"ANNUAL","Annually","ARE1","A","U","NO_COMPONENT",1,2,300000230851301,"AED",300000231664359,300000002583089,"N","N","Y"
"National Volunteer AE Specialist AED Salary Basis",300000232390162,"ANNUAL","Annually","AREY","A","U","NO_COMPONENT",1,2,300000230780831,"AED",300000231664359,300000002583089,"N","N","Y"
"National Volunteer AE University AED Salary Basis",300000232389891,"ANNUAL","Annually","AREE","A","U","NO_COMPONENT",1,2,300000230973941,"AED",300000231664359,300000002583089,"N","N","Y"
"National Volunteer AE Youth AED Salary Basis",300000232392566,"ANNUAL","Annually","ARED","A","U","NO_COMPONENT",1,2,300000230992945,"AED",300000231664359,300000002583089,"N","N","Y"
"National Volunteer AF Community Volunteer USD Salary Basis",300000232394199,"ANNUAL","Annually","AFGZ","A","U","NO_COMPONENT",1,2,300000230935765,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer AF Expert USD Salary Basis",300000232390282,"ANNUAL","Annually","AFG1","A","U","NO_COMPONENT",1,2,300000230886191,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer AF Specialist USD Salary Basis",300000232392307,"ANNUAL","Annually","AFGY","A","U","NO_COMPONENT",1,2,300000230894108,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer AF University USD Salary Basis",300000232393781,"ANNUAL","Annually","AFGE","A","U","NO_COMPONENT",1,2,300000230806404,"USD",300000231605164,300000002583089,"N","N","Y"
"National Volunteer AF Youth USD Salary Basis",300000232393120,"ANNUAL","Annually","AFGD","A","U","NO_COMPONENT",1,2,300000230920442,"USD",300000231605164,300000002583089,"N","N","Y"
