"SalaryBasisName","SalaryBasisId","FrequencyCode","FrequencyName","Code","Status","SalaryBasisType","ComponentUsage","AnnualizationFactor","SalaryAmountScale","GradeRateId","InputCurrencyCode","ElementTypeId","LegislativeDataGroupId","UseAtRelationshipLevel","UseAtTermsLevel","UseAtAssignmentLevel"
"National NO NP NPR Salary Basis",300000232394000,"ANNUAL","Annually","NPLN","A","U","NO_COMPONENT",1,2,300000230974480,"NPR",300000231381340,300000002583089,"N","N","Y"
"National NO NR AUD Salary Basis",300000232392245,"ANNUAL","Annually","NRUN","A","U","NO_COMPONENT",1,2,300000231085781,"AUD",300000231308562,300000002583089,"N","N","Y"
"National NO NU NZD Salary Basis",300000232393984,"ANNUAL","Annually","NIUN","A","U","NO_COMPONENT",1,2,300000231079817,"NZD",300000231279126,300000002583089,"N","N","Y"
"National NO OM OMR Salary Basis",300000232393411,"ANNUAL","Annually","OMNN","A","U","NO_COMPONENT",1,2,300000230810482,"OMR",300000231293711,300000002583089,"N","N","Y"
"National NO PA USD Salary Basis",300000232392889,"ANNUAL","Annually","PANN","A","U","NO_COMPONENT",1,2,300000230836804,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO PE PEN Salary Basis",300000232392716,"ANNUAL","Annually","PERN","A","U","NO_COMPONENT",1,2,300000230792448,"PEN",300000231485220,300000002583089,"N","N","Y"
"National NO PG PGK Salary Basis",300000232389844,"ANNUAL","Annually","PNGN","A","U","NO_COMPONENT",1,2,300000230994487,"PGK",300000231250553,300000002583089,"N","N","Y"
"National NO PH PHP Salary Basis",300000232393215,"ANNUAL","Annually","PHLN","A","U","NO_COMPONENT",1,2,300000230923933,"PHP",300000231612196,300000002583089,"N","N","Y"
"National NO PK PKR Salary Basis",300000232391786,"ANNUAL","Annually","PAKN","A","U","NO_COMPONENT",1,2,300000230957023,"PKR",300000231352903,300000002583089,"N","N","Y"
"National NO PL PLN Salary Basis",300000232392328,"ANNUAL","Annually","POLN","A","U","NO_COMPONENT",1,2,300000230910028,"PLN",300000231561559,300000002583089,"N","N","Y"
"National NO PT EUR Salary Basis",300000232392026,"ANNUAL","Annually","PRTN","A","U","NO_COMPONENT",1,2,300000230950924,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO PW USD Salary Basis",300000232391857,"ANNUAL","Annually","PLWN","A","U","NO_COMPONENT",1,2,300000230873082,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO PY PYG Salary Basis",300000232391401,"ANNUAL","Annually","PRYN","A","U","NO_COMPONENT",1,2,300000230983962,"PYG",300000231597432,300000002583089,"N","N","Y"
"National NO QA QAR Salary Basis",300000232393116,"ANNUAL","Annually","QATN","A","U","NO_COMPONENT",1,2,300000231049711,"QAR",300000231455391,300000002583089,"N","N","Y"
"National NO RO RON Salary Basis",300000232392361,"ANNUAL","Annually","ROUN","A","U","NO_COMPONENT",1,2,300000230953602,"RON",300000231589052,300000002583089,"N","N","Y"
"National NO RS EUR Salary Basis",300000232390223,"ANNUAL","Annually","SRBN","A","U","NO_COMPONENT",1,2,300000231019411,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO RU RUB Salary Basis",300000232394180,"ANNUAL","Annually","RUSN","A","U","NO_COMPONENT",1,2,300000230938399,"RUB",300000231668825,300000002583089,"N","N","Y"
"National NO RW RWF Salary Basis",300000232390309,"ANNUAL","Annually","RWAN","A","U","NO_COMPONENT",1,2,300000230803455,"RWF",300000231401539,300000002583089,"N","N","Y"
"National NO SA SAR Salary Basis",300000232393003,"ANNUAL","Annually","SAUN","A","U","NO_COMPONENT",1,2,300000230761990,"SAR",300000231293692,300000002583089,"N","N","Y"
"National NO SB SBD Salary Basis",300000232392380,"ANNUAL","Annually","SLBN","A","U","NO_COMPONENT",1,2,300000230953232,"SBD",300000231620009,300000002583089,"N","N","Y"
"National NO SC SCR Salary Basis",300000232392693,"ANNUAL","Annually","SYCN","A","U","NO_COMPONENT",1,2,300000231025139,"SCR",300000231527348,300000002583089,"N","N","Y"
"National NO SD USD Salary Basis",300000232392093,"ANNUAL","Annually","SDNN","A","U","NO_COMPONENT",1,2,300000230853386,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO SE SEK Salary Basis",300000232394405,"ANNUAL","Annually","SWEN","A","U","NO_COMPONENT",1,2,300000230994033,"SEK",300000231342643,300000002583089,"N","N","Y"
"National NO SG SGD Salary Basis",300000232392280,"ANNUAL","Annually","SGPN","A","U","NO_COMPONENT",1,2,300000230905981,"SGD",300000231444282,300000002583089,"N","N","Y"
"National NO SI EUR Salary Basis",300000232393401,"ANNUAL","Annually","SVNN","A","U","NO_COMPONENT",1,2,300000231013132,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO SK EUR Salary Basis",300000232391965,"ANNUAL","Annually","SVKN","A","U","NO_COMPONENT",1,2,300000231004554,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO SL SLL Salary Basis",300000232393715,"ANNUAL","Annually","SLEN","A","U","NO_COMPONENT",1,2,300000230861930,"SLL",300000231456272,300000002583089,"N","N","Y"
"National NO SN XOF Salary Basis",300000232394299,"ANNUAL","Annually","SENN","A","U","NO_COMPONENT",1,2,300000230895831,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO SO USD Salary Basis",300000232392989,"ANNUAL","Annually","SOMN","A","U","NO_COMPONENT",1,2,300000230838457,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO SR USD Salary Basis",300000232390156,"ANNUAL","Annually","SURN","A","U","NO_COMPONENT",1,2,300000230927675,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO SS USD Salary Basis",300000232392650,"ANNUAL","Annually","SSDN","A","U","NO_COMPONENT",1,2,300000230941710,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO ST STN Salary Basis",300000232391993,"ANNUAL","Annually","STPN","A","U","NO_COMPONENT",1,2,300000230988779,"STN",300000231699202,300000002583089,"N","N","Y"
"National NO SV USD Salary Basis",300000232392897,"ANNUAL","Annually","SL2N","A","U","NO_COMPONENT",1,2,300000230965810,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO SV USD Salary Basis <01/11/13",300000232394219,"ANNUAL","Annually","SLVN","A","U","NO_COMPONENT",1,2,300000230937602,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO SY USD Salary Basis",300000232394413,"ANNUAL","Annually","SYRN","A","U","NO_COMPONENT",1,2,300000230937738,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO SZ SZL Salary Basis",300000232393617,"ANNUAL","Annually","SWZN","A","U","NO_COMPONENT",1,2,300000231084452,"SZL",300000231366701,300000002583089,"N","N","Y"
"National NO TD XOF Salary Basis",300000232389774,"ANNUAL","Annually","TCDN","A","U","NO_COMPONENT",1,2,300000231021232,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO TG XOF Salary Basis",300000232393690,"ANNUAL","Annually","TGON","A","U","NO_COMPONENT",1,2,300000230763658,"XOF",300000231337753,300000002583089,"N","N","Y"
"National NO TH THB Salary Basis",300000232391632,"ANNUAL","Annually","TH2N","A","U","NO_COMPONENT",1,2,300000230852239,"THB",300000231696184,300000002583089,"N","N","Y"
"National NO TH THB Salary Basis <01/03/12",300000232393492,"ANNUAL","Annually","THAN","A","U","NO_COMPONENT",1,2,300000230760051,"THB",300000231696184,300000002583089,"N","N","Y"
"National NO TJ USD Salary Basis",300000232393648,"ANNUAL","Annually","TJ2N","A","U","NO_COMPONENT",1,2,300000231082755,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO TJ USD Salary Basis <01/11/15",300000232392518,"ANNUAL","Annually","TJKN","A","U","NO_COMPONENT",1,2,300000230846215,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO TL USD Salary Basis",300000232393836,"ANNUAL","Annually","TLSN","A","U","NO_COMPONENT",1,2,300000231059288,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO TM USD Salary Basis",300000232393896,"ANNUAL","Annually","TKMN","A","U","NO_COMPONENT",1,2,300000230915162,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO TN TND Salary Basis",300000232389885,"ANNUAL","Annually","TUNN","A","U","NO_COMPONENT",1,2,300000231088041,"TND",300000231327436,300000002583089,"N","N","Y"
"National NO TO TOP Salary Basis",300000232392407,"ANNUAL","Annually","TONN","A","U","NO_COMPONENT",1,2,300000230988744,"TOP",300000231427207,300000002583089,"N","N","Y"
"National NO TR TRY Salary Basis",300000232392305,"ANNUAL","Annually","TURN","A","U","NO_COMPONENT",1,2,300000231026348,"TRY",300000231578234,300000002583089,"N","N","Y"
"National NO TT TTD Salary Basis",300000232393214,"ANNUAL","Annually","TTON","A","U","NO_COMPONENT",1,2,300000230798040,"TTD",300000231486098,300000002583089,"N","N","Y"
"National NO TV AUD Salary Basis",300000232389918,"ANNUAL","Annually","TUVN","A","U","NO_COMPONENT",1,2,300000230759432,"AUD",300000231308562,300000002583089,"N","N","Y"
"National NO TZ TZS Salary Basis",300000232390260,"ANNUAL","Annually","TZAN","A","U","NO_COMPONENT",1,2,300000231020438,"TZS",300000231429789,300000002583089,"N","N","Y"
"National NO UA USD Salary Basis",300000232392645,"ANNUAL","Annually","UKRN","A","U","NO_COMPONENT",1,2,300000231084586,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO UG UGX Salary Basis",300000232392341,"ANNUAL","Annually","UGAN","A","U","NO_COMPONENT",1,2,300000230914342,"UGX",300000231308574,300000002583089,"N","N","Y"
"National NO US WAS USD Salary Basis",300000232391722,"ANNUAL","Annually","US2N","A","U","NO_COMPONENT",1,2,300000230998211,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO UY UYU Salary Basis",300000232394089,"ANNUAL","Annually","URYN","A","U","NO_COMPONENT",1,2,300000230998242,"UYU",300000231277564,300000002583089,"N","N","Y"
"National NO UZ USD Salary Basis",300000232392273,"ANNUAL","Annually","UZBN","A","U","NO_COMPONENT",1,2,300000230980791,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO VE USD Salary Basis",300000232394019,"ANNUAL","Annually","VENN","A","U","NO_COMPONENT",1,2,300000231009771,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO VN USD Salary Basis",300000232390245,"ANNUAL","Annually","VNMN","A","U","NO_COMPONENT",1,2,300000230812073,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO VU VUV Salary Basis",300000232389914,"ANNUAL","Annually","VUTN","A","U","NO_COMPONENT",1,2,300000231055209,"VUV",300000231470255,300000002583089,"N","N","Y"
"National NO WS WST Salary Basis",300000232390343,"ANNUAL","Annually","WSMN","A","U","NO_COMPONENT",1,2,300000230835901,"WST",300000231546778,300000002583089,"N","N","Y"
"National NO XK EUR Salary Basis",300000232391937,"ANNUAL","Annually","KOSN","A","U","NO_COMPONENT",1,2,300000230794966,"EUR",300000231295436,300000002583089,"N","N","Y"
"National NO YE USD Salary Basis",300000232391816,"ANNUAL","Annually","YEMN","A","U","NO_COMPONENT",1,2,300000230801147,"USD",300000231685694,300000002583089,"N","N","Y"
"National NO ZA ZAR Salary Basis",300000232392148,"ANNUAL","Annually","ZAFN","A","U","NO_COMPONENT",1,2,300000231066621,"ZAR",300000231425443,300000002583089,"N","N","Y"
"National NO ZM ZMW Salary Basis",300000232392252,"ANNUAL","Annually","ZMBN","A","U","NO_COMPONENT",1,2,300000230950508,"ZMW",300000231535861,300000002583089,"N","N","Y"
"National NO ZW USD Salary Basis",300000232393507,"ANNUAL","Annually","ZWEN","A","U","NO_COMPONENT",1,2,300000230990835,"USD",300000231685694,300000002583089,"N","N","Y"
"National PSA AE AED Salary Basis",300000232394159,"ANNUAL","Annually","AREO","A","U","NO_COMPONENT",1,2,300000230759343,"AED",300000231630356,300000002583089,"N","N","Y"
"National PSA AF USD Salary Basis",300000232391767,"ANNUAL","Annually","AFGO","A","U","NO_COMPONENT",1,2,300000230940075,"USD",300000231588321,300000002583089,"N","N","Y"
"National PSA AL ALL Salary Basis",300000232392410,"ANNUAL","Annually","ALBO","A","U","NO_COMPONENT",1,2,300000230769418,"ALL",300000231428369,300000002583089,"N","N","Y"
"National PSA AM AMD Salary Basis",300000232393455,"ANNUAL","Annually","ARMO","A","U","NO_COMPONENT",1,2,300000231102196,"AMD",300000231531426,300000002583089,"N","N","Y"
"National PSA AO USD Salary Basis",300000232391560,"ANNUAL","Annually","AGOO","A","U","NO_COMPONENT",1,2,300000230757296,"USD",300000231588321,300000002583089,"N","N","Y"
"National PSA AR ARS Salary Basis",300000232391810,"ANNUAL","Annually","ARGO","A","U","NO_COMPONENT",1,2,300000230967803,"ARS",300000231517844,300000002583089,"N","N","Y"
"National PSA AT EUR Salary Basis",300000232392452,"ANNUAL","Annually","AUTO","A","U","NO_COMPONENT",1,2,300000230853235,"EUR",300000231352747,300000002583089,"N","N","Y"
"National PSA AU AUD Salary Basis",300000232392710,"ANNUAL","Annually","AUSO","A","U","NO_COMPONENT",1,2,300000230772784,"AUD",300000231323938,300000002583089,"N","N","Y"
"National PSA AZ AZN Salary Basis",300000232393487,"ANNUAL","Annually","AZEO","A","U","NO_COMPONENT",1,2,300000231026867,"AZN",300000231363404,300000002583089,"N","N","Y"
"National PSA BA BAM Salary Basis",300000232392470,"ANNUAL","Annually","BIHO","A","U","NO_COMPONENT",1,2,300000230901881,"BAM",300000231427212,300000002583089,"N","N","Y"
"National PSA BB BBD Salary Basis",300000232391923,"ANNUAL","Annually","BRBO","A","U","NO_COMPONENT",1,2,300000230758206,"BBD",300000231208681,300000002583089,"N","N","Y"
"National PSA BD BDT Salary Basis",300000232392657,"ANNUAL","Annually","BGDO","A","U","NO_COMPONENT",1,2,300000230971212,"BDT",300000231295734,300000002583089,"N","N","Y"
"National PSA BE EUR Salary Basis",300000232389882,"ANNUAL","Annually","BELO","A","U","NO_COMPONENT",1,2,300000230981873,"EUR",300000231352747,300000002583089,"N","N","Y"
"National PSA BF XOF Salary Basis",300000232391739,"ANNUAL","Annually","BFAO","A","U","NO_COMPONENT",1,2,300000230761121,"XOF",300000231601426,300000002583089,"N","N","Y"
"National PSA BG BGN Salary Basis",300000232392414,"ANNUAL","Annually","BGRO","A","U","NO_COMPONENT",1,2,300000230796320,"BGN",300000231385635,300000002583089,"N","N","Y"
"National PSA BH BHD Salary Basis",300000232391876,"ANNUAL","Annually","BHRO","A","U","NO_COMPONENT",1,2,300000230893699,"BHD",300000231353946,300000002583089,"N","N","Y"
"National PSA BI BIF Salary Basis",300000232392050,"ANNUAL","Annually","BDIO","A","U","NO_COMPONENT",1,2,300000231077501,"BIF",300000231366608,300000002583089,"N","N","Y"
"National PSA BJ XOF Salary Basis",300000232391749,"ANNUAL","Annually","BENO","A","U","NO_COMPONENT",1,2,300000230827277,"XOF",300000231601426,300000002583089,"N","N","Y"
"National PSA BO BOB Salary Basis",300000232393560,"ANNUAL","Annually","BOLO","A","U","NO_COMPONENT",1,2,300000231072496,"BOB",300000231337666,300000002583089,"N","N","Y"
"National PSA BR BRL Salary Basis",300000232390044,"ANNUAL","Annually","BRAO","A","U","NO_COMPONENT",1,2,300000231027911,"BRL",300000231582617,300000002583089,"N","N","Y"
"National PSA BT BTN Salary Basis",300000232393623,"ANNUAL","Annually","BTNO","A","U","NO_COMPONENT",1,2,300000230829245,"BTN",300000231559935,300000002583089,"N","N","Y"
"National PSA BW BWP Salary Basis",300000232391951,"ANNUAL","Annually","BWAO","A","U","NO_COMPONENT",1,2,300000230945451,"BWP",300000231208653,300000002583089,"N","N","Y"
"National PSA BY USD Salary Basis",300000232392271,"ANNUAL","Annually","BLRO","A","U","NO_COMPONENT",1,2,300000230768206,"USD",300000231588321,300000002583089,"N","N","Y"
"National PSA BZ BZD Salary Basis",300000232391690,"ANNUAL","Annually","BLZO","A","U","NO_COMPONENT",1,2,300000230995896,"BZD",300000231685585,300000002583089,"N","N","Y"
"National PSA CA MTR CAD Salary Basis",300000232392029,"ANNUAL","Annually","CANO","A","U","NO_COMPONENT",1,2,300000231049798,"CAD",300000231407876,300000002583089,"N","N","Y"
"National PSA CA TOR CAD Salary Basis",300000232394018,"ANNUAL","Annually","CA2O","A","U","NO_COMPONENT",1,2,300000230965282,"CAD",300000231407876,300000002583089,"N","N","Y"
"National PSA CD USD Salary Basis",300000232394179,"ANNUAL","Annually","CODO","A","U","NO_COMPONENT",1,2,300000230933057,"USD",300000231588321,300000002583089,"N","N","Y"
"National PSA CF XOF Salary Basis",300000232392112,"ANNUAL","Annually","CAFO","A","U","NO_COMPONENT",1,2,300000230767698,"XOF",300000231601426,300000002583089,"N","N","Y"
"National PSA CG XOF Salary Basis",300000232394359,"ANNUAL","Annually","COGO","A","U","NO_COMPONENT",1,2,300000230928142,"XOF",300000231601426,300000002583089,"N","N","Y"
"National PSA CH CHF Salary Basis",300000232393207,"ANNUAL","Annually","CHEO","A","U","NO_COMPONENT",1,2,300000230757078,"CHF",300000231652194,300000002583089,"N","N","Y"
"National PSA CI XOF Salary Basis",300000232391980,"ANNUAL","Annually","CIVO","A","U","NO_COMPONENT",1,2,300000230807250,"XOF",300000231601426,300000002583089,"N","N","Y"
"National PSA CK NZD Salary Basis",300000232392690,"ANNUAL","Annually","COKO","A","U","NO_COMPONENT",1,2,300000230966386,"NZD",300000231652917,300000002583089,"N","N","Y"
"National PSA CL CLP Salary Basis",300000232392107,"ANNUAL","Annually","CHLO","A","U","NO_COMPONENT",1,2,300000230982789,"CLP",300000231498431,300000002583089,"N","N","Y"
"National PSA CM XAF Salary Basis",300000232393471,"ANNUAL","Annually","CMRO","A","U","NO_COMPONENT",1,2,300000230763127,"XAF",300000231528763,300000002583089,"N","N","Y"
"National PSA CN CNY Salary Basis",300000232389816,"ANNUAL","Annually","CHNO","A","U","NO_COMPONENT",1,2,300000230768694,"CNY",300000231643181,300000002583089,"N","N","Y"
"National PSA CO COP Salary Basis",300000232392905,"ANNUAL","Annually","COLO","A","U","NO_COMPONENT",1,2,300000230962663,"COP",300000231442738,300000002583089,"N","N","Y"
"National PSA CR CRC Salary Basis",300000232392472,"ANNUAL","Annually","CRIO","A","U","NO_COMPONENT",1,2,300000230960614,"CRC",300000231339923,300000002583089,"N","N","Y"
"National PSA CU USD Salary Basis",300000232390188,"ANNUAL","Annually","CUBO","A","U","NO_COMPONENT",1,2,300000231053895,"USD",300000231588321,300000002583089,"N","N","Y"
"National PSA CV CVE Salary Basis",300000232393767,"ANNUAL","Annually","CPVO","A","U","NO_COMPONENT",1,2,300000230946521,"CVE",300000231572463,300000002583089,"N","N","Y"
"National PSA CY EUR Salary Basis",300000232392859,"ANNUAL","Annually","CYPO","A","U","NO_COMPONENT",1,2,300000230774092,"EUR",300000231352747,300000002583089,"N","N","Y"
"National PSA CZ CZK Salary Basis",300000232392591,"ANNUAL","Annually","CZEO","A","U","NO_COMPONENT",1,2,300000231087511,"CZK",300000231309423,300000002583089,"N","N","Y"
"National PSA DE EUR Salary Basis",300000232392387,"ANNUAL","Annually","DEUO","A","U","NO_COMPONENT",1,2,300000230889140,"EUR",300000231352747,300000002583089,"N","N","Y"
"National PSA DJ DJF Salary Basis",300000232394307,"ANNUAL","Annually","DJIO","A","U","NO_COMPONENT",1,2,300000231085421,"DJF",300000231546617,300000002583089,"N","N","Y"
"National PSA DK DKK Salary Basis",300000232391572,"ANNUAL","Annually","DNKO","A","U","NO_COMPONENT",1,2,300000230882652,"DKK",300000231339532,300000002583089,"N","N","Y"
"National PSA DO DOP Salary Basis",300000232394142,"ANNUAL","Annually","DOMO","A","U","NO_COMPONENT",1,2,300000230824192,"DOP",300000231440599,300000002583089,"N","N","Y"
